0.985,0.981,0.982
0.989,0.979,0.978
0.992,0.976,0.974
0.995,0.973,0.970
0.997,0.968,0.964
0.998,0.964,0.958
0.999,0.958,0.952
1.000,0.953,0.945
1.000,0.947,0.938
1.000,0.940,0.931
1.000,0.934,0.924
1.000,0.928,0.916
1.000,0.921,0.909
1.000,0.915,0.901
1.000,0.908,0.894
1.000,0.902,0.886
1.000,0.895,0.879
0.999,0.889,0.871
0.999,0.882,0.864
0.998,0.876,0.857
0.998,0.869,0.849
0.997,0.863,0.842
0.997,0.856,0.834
0.996,0.850,0.827
0.996,0.843,0.819
0.995,0.836,0.812
0.995,0.830,0.805
0.994,0.823,0.797
0.993,0.817,0.790
0.992,0.810,0.783
0.992,0.804,0.775
0.991,0.797,0.768
0.990,0.791,0.761
0.989,0.784,0.753
0.988,0.778,0.746
0.987,0.771,0.739
0.986,0.765,0.732
0.985,0.758,0.724
0.984,0.752,0.717
0.983,0.745,0.710
0.982,0.739,0.703
0.981,0.732,0.695
0.980,0.726,0.688
0.979,0.719,0.681
0.977,0.713,0.674
0.976,0.706,0.667
0.975,0.700,0.660
0.974,0.693,0.653
0.972,0.687,0.646
0.971,0.680,0.638
0.970,0.673,0.631
0.968,0.667,0.624
0.967,0.660,0.617
0.965,0.654,0.610
0.964,0.648,0.604
0.962,0.641,0.597
0.961,0.635,0.590
0.959,0.629,0.584
0.958,0.624,0.578
0.957,0.619,0.573
0.956,0.614,0.568
0.955,0.611,0.564
0.954,0.608,0.561
0.954,0.606,0.559
0.953,0.605,0.558
0.953,0.605,0.558
0.954,0.606,0.560
0.954,0.609,0.562
0.955,0.612,0.565
0.956,0.616,0.569
0.957,0.620,0.574
0.958,0.625,0.580
0.960,0.631,0.586
0.961,0.637,0.592
0.963,0.643,0.599
0.964,0.649,0.605
0.966,0.656,0.612
0.967,0.662,0.619
0.969,0.669,0.626
0.970,0.675,0.633
0.971,0.682,0.640
0.973,0.688,0.647
0.974,0.695,0.655
0.975,0.701,0.662
0.977,0.708,0.669
0.978,0.714,0.676
0.979,0.721,0.683
0.980,0.727,0.690
0.981,0.734,0.697
0.982,0.740,0.705
0.984,0.747,0.712
0.985,0.754,0.719
