0.000,0.204,0.963
0.000,0.215,0.951
0.000,0.226,0.940
0.000,0.237,0.929
0.000,0.247,0.918
0.000,0.256,0.907
0.000,0.266,0.896
0.000,0.275,0.885
0.000,0.283,0.874
0.000,0.292,0.863
0.000,0.300,0.852
0.000,0.309,0.841
0.000,0.317,0.830
0.000,0.325,0.819
0.000,0.332,0.808
0.000,0.340,0.797
0.000,0.347,0.786
0.000,0.355,0.775
0.000,0.362,0.765
0.000,0.369,0.754
0.000,0.376,0.743
0.000,0.383,0.732
0.000,0.390,0.721
0.000,0.396,0.710
0.000,0.403,0.699
0.000,0.409,0.689
0.000,0.416,0.678
0.000,0.422,0.667
0.000,0.428,0.657
0.000,0.433,0.646
0.000,0.439,0.636
0.000,0.444,0.626
0.000,0.449,0.616
0.000,0.454,0.606
0.000,0.459,0.596
0.004,0.464,0.586
0.030,0.468,0.577
0.056,0.472,0.567
0.077,0.477,0.558
0.095,0.481,0.548
0.111,0.485,0.539
0.125,0.489,0.530
0.138,0.493,0.520
0.149,0.497,0.511
0.160,0.501,0.502
0.169,0.505,0.492
0.177,0.508,0.483
0.185,0.512,0.474
0.192,0.516,0.464
0.199,0.520,0.455
0.204,0.524,0.445
0.210,0.529,0.436
0.215,0.533,0.426
0.219,0.537,0.417
0.223,0.541,0.407
0.227,0.545,0.397
0.230,0.549,0.387
0.233,0.553,0.377
0.236,0.557,0.367
0.238,0.561,0.357
0.240,0.565,0.347
0.242,0.569,0.336
0.243,0.574,0.326
0.245,0.578,0.315
0.246,0.582,0.304
0.246,0.586,0.293
0.247,0.590,0.282
0.247,0.594,0.271
0.247,0.599,0.259
0.247,0.603,0.247
0.247,0.607,0.235
0.246,0.611,0.222
0.246,0.615,0.209
0.246,0.619,0.196
0.246,0.623,0.183
0.246,0.627,0.170
0.247,0.631,0.156
0.249,0.635,0.143
0.252,0.639,0.130
0.256,0.642,0.117
0.261,0.646,0.106
0.267,0.649,0.095
0.274,0.652,0.085
0.282,0.655,0.076
0.291,0.658,0.070
0.300,0.661,0.065
0.311,0.664,0.061
0.321,0.666,0.059
0.332,0.669,0.058
0.343,0.671,0.058
0.354,0.674,0.058
0.364,0.676,0.060
0.375,0.679,0.061
0.386,0.681,0.063
0.396,0.683,0.065
0.407,0.686,0.067
0.417,0.688,0.069
0.427,0.690,0.071
0.437,0.693,0.072
0.447,0.695,0.074
0.457,0.697,0.076
0.467,0.700,0.078
0.476,0.702,0.080
0.486,0.704,0.082
0.495,0.706,0.084
0.505,0.709,0.086
0.514,0.711,0.088
0.523,0.713,0.089
0.533,0.715,0.091
0.542,0.717,0.093
0.551,0.720,0.095
0.560,0.722,0.097
0.569,0.724,0.098
0.578,0.726,0.100
0.587,0.728,0.102
0.596,0.730,0.104
0.605,0.733,0.106
0.614,0.735,0.107
0.622,0.737,0.109
0.631,0.739,0.111
0.640,0.741,0.113
0.649,0.743,0.115
0.657,0.745,0.116
0.666,0.747,0.118
0.675,0.749,0.120
0.683,0.751,0.122
0.692,0.753,0.123
0.701,0.756,0.125
0.709,0.758,0.127
0.718,0.760,0.129
0.726,0.762,0.130
0.735,0.764,0.132
0.743,0.766,0.134
0.752,0.768,0.136
0.760,0.770,0.137
0.769,0.772,0.139
0.777,0.773,0.141
0.786,0.775,0.143
0.794,0.777,0.144
0.803,0.779,0.146
0.811,0.781,0.148
0.819,0.783,0.150
0.828,0.785,0.151
0.836,0.787,0.153
0.845,0.789,0.155
0.853,0.791,0.157
0.861,0.793,0.158
0.870,0.794,0.160
0.878,0.796,0.162
0.886,0.798,0.163
0.895,0.800,0.165
0.903,0.801,0.167
0.911,0.802,0.168
0.919,0.804,0.170
0.927,0.805,0.171
0.935,0.805,0.172
0.942,0.805,0.173
0.949,0.805,0.174
0.955,0.804,0.174
0.961,0.803,0.174
0.966,0.801,0.174
0.971,0.798,0.173
0.975,0.795,0.172
0.978,0.792,0.171
0.981,0.788,0.170
0.983,0.784,0.168
0.985,0.779,0.167
0.987,0.775,0.165
0.988,0.770,0.163
0.989,0.764,0.161
0.990,0.759,0.158
0.991,0.754,0.156
0.991,0.749,0.154
0.992,0.744,0.152
0.993,0.738,0.150
0.993,0.733,0.148
0.994,0.728,0.145
0.995,0.722,0.143
0.995,0.717,0.141
0.996,0.712,0.139
0.996,0.706,0.137
0.997,0.701,0.134
0.997,0.695,0.132
0.998,0.690,0.130
0.998,0.684,0.128
0.998,0.679,0.126
0.999,0.674,0.123
0.999,0.668,0.121
1.000,0.663,0.119
1.000,0.657,0.117
1.000,0.652,0.115
1.000,0.646,0.112
1.000,0.641,0.110
1.000,0.635,0.108
1.000,0.629,0.106
1.000,0.624,0.104
1.000,0.618,0.101
1.000,0.613,0.099
1.000,0.607,0.097
1.000,0.601,0.095
1.000,0.596,0.092
1.000,0.590,0.090
1.000,0.584,0.088
1.000,0.578,0.086
1.000,0.573,0.084
1.000,0.567,0.081
1.000,0.561,0.079
1.000,0.555,0.077
1.000,0.549,0.075
1.000,0.543,0.072
1.000,0.537,0.070
1.000,0.531,0.068
1.000,0.525,0.065
1.000,0.519,0.063
1.000,0.513,0.061
1.000,0.507,0.059
1.000,0.501,0.056
1.000,0.495,0.054
1.000,0.489,0.051
1.000,0.482,0.049
1.000,0.476,0.047
1.000,0.470,0.044
1.000,0.463,0.042
1.000,0.457,0.040
1.000,0.450,0.037
1.000,0.444,0.035
1.000,0.437,0.032
1.000,0.430,0.030
1.000,0.424,0.028
1.000,0.417,0.026
1.000,0.410,0.024
1.000,0.403,0.022
1.000,0.396,0.020
1.000,0.389,0.019
1.000,0.382,0.017
1.000,0.374,0.015
0.999,0.367,0.013
0.999,0.359,0.012
0.999,0.352,0.010
0.998,0.344,0.009
0.998,0.336,0.007
0.997,0.328,0.006
0.997,0.320,0.005
0.997,0.311,0.004
0.996,0.303,0.002
0.996,0.294,0.001
0.995,0.285,0.000
0.995,0.276,0.000
0.994,0.266,0.000
0.994,0.257,0.000
0.993,0.247,0.000
0.993,0.236,0.000
0.992,0.225,0.000
0.992,0.214,0.000
0.991,0.202,0.000
0.990,0.189,0.000
