0.216,0.718,0.926
0.218,0.718,0.923
0.220,0.718,0.919
0.223,0.719,0.916
0.225,0.719,0.912
0.227,0.719,0.909
0.230,0.720,0.906
0.232,0.720,0.902
0.234,0.720,0.899
0.236,0.721,0.895
0.238,0.721,0.892
0.240,0.721,0.888
0.242,0.721,0.885
0.245,0.722,0.882
0.247,0.722,0.878
0.249,0.722,0.875
0.251,0.723,0.871
0.253,0.723,0.868
0.255,0.723,0.864
0.257,0.723,0.861
0.259,0.724,0.857
0.261,0.724,0.854
0.263,0.724,0.850
0.265,0.724,0.847
0.267,0.725,0.843
0.269,0.725,0.840
0.271,0.725,0.836
0.273,0.725,0.833
0.274,0.726,0.829
0.276,0.726,0.826
0.278,0.726,0.822
0.280,0.726,0.819
0.282,0.727,0.815
0.284,0.727,0.812
0.286,0.727,0.808
0.288,0.727,0.805
0.290,0.728,0.801
0.291,0.728,0.798
0.293,0.728,0.794
0.295,0.728,0.791
0.297,0.729,0.787
0.299,0.729,0.784
0.301,0.729,0.780
0.303,0.729,0.776
0.304,0.729,0.773
0.306,0.730,0.769
0.308,0.730,0.766
0.310,0.730,0.762
0.312,0.730,0.759
0.314,0.730,0.755
0.316,0.731,0.751
0.318,0.731,0.748
0.319,0.731,0.744
0.321,0.731,0.740
0.323,0.731,0.737
0.325,0.731,0.733
0.327,0.732,0.730
0.329,0.732,0.726
0.331,0.732,0.722
0.333,0.732,0.719
0.335,0.732,0.715
0.337,0.732,0.711
0.339,0.732,0.708
0.341,0.733,0.704
0.343,0.733,0.700
0.345,0.733,0.696
0.347,0.733,0.693
0.349,0.733,0.689
0.351,0.733,0.685
0.353,0.733,0.682
0.355,0.733,0.678
0.357,0.733,0.674
0.359,0.734,0.670
0.361,0.734,0.667
0.363,0.734,0.663
0.366,0.734,0.659
0.368,0.734,0.655
0.370,0.734,0.652
0.372,0.734,0.648
0.375,0.734,0.644
0.377,0.734,0.640
0.379,0.734,0.636
0.381,0.734,0.633
0.384,0.734,0.629
0.386,0.734,0.625
0.389,0.734,0.621
0.391,0.734,0.617
0.394,0.734,0.613
0.396,0.734,0.610
0.399,0.734,0.606
0.401,0.734,0.602
0.404,0.734,0.598
0.406,0.734,0.594
0.409,0.734,0.590
0.412,0.734,0.586
0.415,0.733,0.582
0.417,0.733,0.579
0.420,0.733,0.575
0.423,0.733,0.571
0.426,0.733,0.567
0.429,0.733,0.563
0.432,0.733,0.559
0.435,0.732,0.555
0.438,0.732,0.552
0.441,0.732,0.548
0.444,0.732,0.544
0.448,0.731,0.540
0.451,0.731,0.536
0.454,0.731,0.532
0.458,0.731,0.529
0.461,0.730,0.525
0.465,0.730,0.521
0.468,0.730,0.517
0.472,0.729,0.513
0.475,0.729,0.510
0.479,0.729,0.506
0.483,0.728,0.502
0.486,0.728,0.499
0.490,0.727,0.495
0.494,0.727,0.492
0.498,0.726,0.488
0.502,0.726,0.485
0.506,0.725,0.481
0.510,0.725,0.478
0.514,0.724,0.474
0.518,0.724,0.471
0.522,0.723,0.468
0.526,0.722,0.465
0.530,0.722,0.462
0.534,0.721,0.459
0.538,0.720,0.456
0.542,0.720,0.453
0.547,0.719,0.450
0.551,0.718,0.447
0.555,0.717,0.444
0.559,0.717,0.441
0.563,0.716,0.439
0.568,0.715,0.436
0.572,0.714,0.434
0.576,0.713,0.431
0.580,0.713,0.429
0.585,0.712,0.427
0.589,0.711,0.424
0.593,0.710,0.422
0.597,0.709,0.420
0.601,0.708,0.418
0.606,0.707,0.416
0.610,0.706,0.414
0.614,0.706,0.412
0.618,0.705,0.410
0.622,0.704,0.408
0.626,0.703,0.406
0.630,0.702,0.404
0.634,0.701,0.402
0.638,0.700,0.401
0.642,0.699,0.399
0.646,0.698,0.397
0.650,0.697,0.395
0.654,0.696,0.394
0.658,0.695,0.392
0.662,0.694,0.391
0.666,0.693,0.389
0.670,0.692,0.388
0.674,0.691,0.386
0.678,0.690,0.385
0.681,0.689,0.384
0.685,0.688,0.383
0.689,0.687,0.381
0.693,0.685,0.380
0.697,0.684,0.379
0.700,0.683,0.378
0.704,0.682,0.377
0.708,0.681,0.376
0.712,0.680,0.375
0.715,0.679,0.374
0.719,0.678,0.373
0.723,0.676,0.373
0.726,0.675,0.372
0.730,0.674,0.371
0.734,0.673,0.371
0.737,0.672,0.370
0.741,0.671,0.370
0.745,0.669,0.369
0.748,0.668,0.369
0.752,0.667,0.368
0.755,0.666,0.368
0.759,0.664,0.367
0.762,0.663,0.367
0.766,0.662,0.367
0.769,0.661,0.367
0.773,0.660,0.367
0.776,0.658,0.367
0.780,0.657,0.366
0.783,0.656,0.366
0.787,0.654,0.366
0.790,0.653,0.367
0.793,0.652,0.367
0.797,0.651,0.367
0.800,0.649,0.367
0.803,0.648,0.367
0.807,0.647,0.367
0.810,0.645,0.368
0.813,0.644,0.368
0.816,0.643,0.369
0.820,0.641,0.369
0.823,0.640,0.369
0.826,0.639,0.370
0.829,0.637,0.370
0.833,0.636,0.371
0.836,0.634,0.372
0.839,0.633,0.372
0.842,0.632,0.373
0.845,0.630,0.374
0.848,0.629,0.374
0.851,0.628,0.375
0.854,0.626,0.376
0.857,0.625,0.377
0.861,0.623,0.377
0.864,0.622,0.378
0.867,0.620,0.379
0.870,0.619,0.380
0.873,0.618,0.381
0.876,0.616,0.382
0.878,0.615,0.383
0.881,0.613,0.384
0.884,0.612,0.385
0.887,0.610,0.386
0.890,0.609,0.387
0.893,0.607,0.389
0.896,0.606,0.390
0.899,0.604,0.391
0.902,0.603,0.392
0.905,0.601,0.393
0.907,0.600,0.395
0.910,0.598,0.396
0.913,0.597,0.397
0.916,0.595,0.398
0.919,0.594,0.400
0.921,0.592,0.401
0.924,0.591,0.402
0.927,0.589,0.404
0.930,0.587,0.405
0.932,0.586,0.407
0.935,0.584,0.408
0.938,0.583,0.410
0.940,0.581,0.411
0.943,0.580,0.413
0.946,0.578,0.414
0.948,0.576,0.416
0.951,0.575,0.417
0.954,0.573,0.419
0.956,0.572,0.420
0.959,0.570,0.422
0.961,0.568,0.423
0.964,0.567,0.425
0.966,0.565,0.427
