0.066,0.066,0.066
0.078,0.067,0.065
0.089,0.069,0.065
0.099,0.070,0.064
0.108,0.071,0.064
0.116,0.072,0.063
0.124,0.073,0.063
0.133,0.074,0.062
0.141,0.075,0.061
0.149,0.075,0.061
0.157,0.075,0.060
0.165,0.075,0.060
0.173,0.075,0.059
0.181,0.075,0.058
0.190,0.075,0.058
0.198,0.075,0.057
0.206,0.074,0.057
0.214,0.074,0.056
0.222,0.073,0.055
0.230,0.072,0.055
0.238,0.071,0.054
0.246,0.070,0.053
0.254,0.069,0.053
0.262,0.068,0.052
0.270,0.066,0.052
0.278,0.065,0.051
0.286,0.063,0.050
0.294,0.061,0.050
0.302,0.059,0.049
0.310,0.057,0.049
0.318,0.054,0.048
0.326,0.052,0.048
0.333,0.049,0.047
0.341,0.046,0.047
0.349,0.043,0.047
0.357,0.040,0.047
0.364,0.036,0.047
0.372,0.033,0.047
0.379,0.030,0.047
0.386,0.027,0.048
0.393,0.024,0.048
0.401,0.021,0.049
0.408,0.018,0.049
0.414,0.016,0.050
0.421,0.014,0.051
0.428,0.012,0.052
0.435,0.010,0.053
0.441,0.009,0.054
0.447,0.007,0.056
0.454,0.006,0.057
0.460,0.005,0.058
0.466,0.005,0.060
0.473,0.004,0.061
0.479,0.004,0.063
0.485,0.004,0.064
0.491,0.004,0.065
0.497,0.004,0.067
0.503,0.004,0.068
0.509,0.004,0.070
0.515,0.005,0.071
0.521,0.005,0.072
0.527,0.006,0.074
0.533,0.007,0.075
0.539,0.007,0.077
0.545,0.008,0.078
0.551,0.009,0.080
0.557,0.009,0.081
0.563,0.010,0.083
0.569,0.011,0.084
0.575,0.012,0.086
0.581,0.013,0.087
0.588,0.014,0.089
0.594,0.015,0.090
0.600,0.016,0.092
0.606,0.017,0.093
0.612,0.018,0.095
0.618,0.019,0.096
0.624,0.020,0.098
0.631,0.021,0.099
0.637,0.022,0.101
0.643,0.023,0.103
0.649,0.025,0.104
0.655,0.026,0.106
0.662,0.027,0.107
0.668,0.028,0.109
0.674,0.030,0.110
0.680,0.031,0.112
0.687,0.032,0.113
0.693,0.034,0.115
0.699,0.035,0.117
0.705,0.037,0.118
0.712,0.038,0.120
0.718,0.040,0.121
0.724,0.041,0.123
0.731,0.043,0.124
0.737,0.044,0.126
0.743,0.046,0.128
0.750,0.047,0.129
0.756,0.049,0.131
0.763,0.050,0.132
0.769,0.052,0.134
0.775,0.053,0.136
0.782,0.055,0.137
0.788,0.056,0.139
0.795,0.057,0.140
0.801,0.059,0.142
0.808,0.060,0.144
0.814,0.062,0.145
0.821,0.063,0.147
0.827,0.065,0.149
0.834,0.066,0.150
0.840,0.068,0.152
0.847,0.069,0.153
0.853,0.071,0.155
0.860,0.072,0.157
0.866,0.074,0.158
0.873,0.075,0.160
0.879,0.077,0.162
0.886,0.079,0.164
0.892,0.081,0.165
0.899,0.083,0.167
0.905,0.085,0.169
0.912,0.087,0.171
0.918,0.090,0.173
0.924,0.093,0.175
0.930,0.097,0.177
0.936,0.101,0.179
0.942,0.105,0.181
0.948,0.110,0.184
0.953,0.116,0.187
0.958,0.122,0.190
0.963,0.130,0.193
0.968,0.137,0.197
0.972,0.146,0.201
0.976,0.155,0.205
0.979,0.165,0.210
0.982,0.176,0.215
0.984,0.187,0.220
0.986,0.199,0.226
0.988,0.211,0.233
0.988,0.224,0.240
0.989,0.236,0.247
0.988,0.250,0.255
0.987,0.263,0.263
0.986,0.277,0.272
0.983,0.290,0.281
0.981,0.304,0.291
0.978,0.318,0.301
0.974,0.331,0.311
0.970,0.345,0.322
0.965,0.358,0.333
0.960,0.371,0.344
0.954,0.384,0.356
0.948,0.397,0.368
0.942,0.410,0.380
0.935,0.422,0.392
0.929,0.435,0.404
0.921,0.447,0.417
0.914,0.458,0.429
0.906,0.470,0.442
0.898,0.481,0.454
0.889,0.493,0.467
0.881,0.504,0.480
0.872,0.514,0.493
0.863,0.525,0.506
0.853,0.535,0.519
0.843,0.546,0.532
0.833,0.556,0.545
0.823,0.566,0.558
0.812,0.576,0.571
0.801,0.586,0.585
0.789,0.595,0.598
0.777,0.605,0.611
0.765,0.614,0.625
0.752,0.624,0.638
0.739,0.633,0.651
